Admitted,Disposition_binary,Place,F_Aid,Species_e,Sex_e,Age_e,Brought_in_after,season,r,G_O
2010-07-06,Released,Lindsey,No,BCHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2010-07-14,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
2010-07-14,Died,Lindsey,No,ANHU,Male,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
2010-07-14,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,1,Summer,found on the ground,Selasphorus spp.
2010-07-16,Released,Lindsey,No,ANHU,Male,adult-like,0,Summer,unknown,Non-selasphorus spp.
2010-07-18,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,nest-related,Non-selasphorus spp.
2010-07-19,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2010-07-19,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
2010-07-19,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
2010-07-20,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2010-07-21,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Summer,found on the ground,Non-selasphorus spp.
2010-07-21,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
2010-07-21,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,caught by domestic animal,Non-selasphorus spp.
2010-07-22,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,unknown,Non-selasphorus spp.
2010-07-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
2010-07-25,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,window hit,Non-selasphorus spp.
2010-07-25,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,found inside,Selasphorus spp.
2010-07-26,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,window hit,Non-selasphorus spp.
2010-07-27,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2010-07-28,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2010-07-29,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,caught by domestic animal,Non-selasphorus spp.
2010-07-31,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,suspect torpor-like state,Non-selasphorus spp.
2010-07-31,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
2010-08-03,Died,Lindsey,No,Selasphorus,Male,adult-like,0,Summer,unknown,Selasphorus spp.
2010-08-04,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2010-08-05,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.
2010-08-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
2010-08-07,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Summer,suspect torpor-like state,Non-selasphorus spp.
2010-08-07,Released,Lindsey,No,BCHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.
2010-08-08,Died,Lindsey,Yes,ANHU,Male,adult-like,7,Summer,found on the ground,Non-selasphorus spp.
2010-08-10,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,window hit,Non-selasphorus spp.
2010-08-11,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
2010-08-17,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,suspect torpor-like state,Non-selasphorus spp.
2010-08-21,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,window hit,Non-selasphorus spp.
2010-08-22,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
2010-08-25,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2010-09-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-09-05,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,found on the ground,Non-selasphorus spp.
2010-09-10,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-09-18,Released,Lindsey,No,ANHU,Male,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.
2010-09-19,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-09-23,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
2010-09-24,Died,Lindsey,No,ANHU,Male,adult-like,1,Fall,suspect torpor-like state,Non-selasphorus spp.
2010-09-27,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-10-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found inside,Non-selasphorus spp.
2010-10-09,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found inside,Non-selasphorus spp.
2010-10-10,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.
2010-10-19,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-10-19,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-10-28,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-10-30,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
2010-11-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found inside,Non-selasphorus spp.
2010-11-12,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,window hit,Non-selasphorus spp.
2010-11-13,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
2010-11-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
2010-11-13,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
2010-11-20,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-11-26,Released,Lindsey,Yes,ANHU,Male,adult-like,0,Fall,unknown,Non-selasphorus spp.
2010-11-26,Died,Lindsey,Yes,ANHU,Male,adult-like,2,Fall,found on the ground,Non-selasphorus spp.
2010-11-29,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
2010-11-30,Released,Lindsey,Yes,ANHU,Male,adult-like,1,Fall,found inside,Non-selasphorus spp.
2010-12-07,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,unknown,Non-selasphorus spp.
2010-12-09,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,window hit,Non-selasphorus spp.
2010-12-09,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,unknown,Non-selasphorus spp.
2010-12-18,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2010-12-28,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2010-12-29,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2011-01-01,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2011-01-01,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2011-01-03,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.
2011-01-09,Released,Lindsey,No,ANHU,Male,adult-like,0,Winter,found inside,Non-selasphorus spp.
2011-01-24,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2011-01-30,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2011-01-30,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2011-01-31,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
2011-02-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
2011-02-03,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
2011-02-10,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Winter,nest-related,Non-selasphorus spp.
2011-02-10,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Winter,nest-related,Non-selasphorus spp.
2011-02-10,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
2011-02-12,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Winter,unknown,Non-selasphorus spp.
2011-02-18,Died,Lindsey,No,ANHU,Male,adult-like,4,Winter,window hit,Non-selasphorus spp.
2011-02-18,Died,Lindsey,No,ANHU,Female-like ,adult-like,4,Winter,window hit,Non-selasphorus spp.
2011-02-20,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Winter,nest-related,Non-selasphorus spp.
2011-02-20,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
2011-02-20,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
2011-02-20,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
2011-02-25,Died,Lindsey,No,ANHU,Male,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
2011-02-26,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.
2011-02-28,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Winter,found on the ground,Non-selasphorus spp.
2011-03-02,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,2,Spring,nest-related,Non-selasphorus spp.
2011-03-02,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,2,Spring,nest-related,Non-selasphorus spp.
2011-03-04,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-06,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-03-06,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
2011-03-06,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
2011-03-07,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-07,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-07,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-11,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-13,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2011-03-14,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-14,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,4,Spring,nest-related,Non-selasphorus spp.
2011-03-14,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,4,Spring,nest-related,Non-selasphorus spp.
2011-03-15,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2011-03-15,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Spring,unknown,Non-selasphorus spp.
2011-03-15,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-16,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2011-03-17,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-18,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,suspect torpor-like state,Selasphorus spp.
2011-03-19,Died,Lindsey,Yes,ANHU,Male,adult-like,2,Spring,found on the ground,Non-selasphorus spp.
2011-03-19,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
2011-03-19,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found inside,Non-selasphorus spp.
2011-03-19,Released,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2011-03-19,Released,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,found on the ground,Selasphorus spp.
2011-03-20,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-21,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,4,Spring,found on the ground,Non-selasphorus spp.
2011-03-23,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2011-03-23,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-03-24,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.
2011-03-26,Released,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,window hit,Non-selasphorus spp.
2011-03-28,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-03-28,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-03-30,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-01,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,1,Spring,found on the ground,Selasphorus spp.
2011-04-01,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2011-04-01,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-04-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-01,Released,Lindsey,Yes,ANHU,Male,adult-like,3,Spring,found on the ground,Non-selasphorus spp.
2011-04-01,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-02,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.
2011-04-03,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-04-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-04-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-05,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-06,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-07,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-07,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-04-08,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,8,Spring,found on the ground,Non-selasphorus spp.
2011-04-08,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
2011-04-08,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,window hit,Non-selasphorus spp.
2011-04-08,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2011-04-08,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-09,Released,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found inside,Non-selasphorus spp.
2011-04-11,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-04-11,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-11,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2011-04-11,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-12,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-12,Released,Lindsey,Yes,ANHU,Male,adult-like,0,Spring,nest-related,Non-selasphorus spp.
2011-04-13,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,unknown,Non-selasphorus spp.
2011-04-14,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-15,Died,Lindsey,Yes,ANHU,Male,adult-like,6,Spring,nest-related,Non-selasphorus spp.
2011-04-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-17,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-04-18,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-19,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-19,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,unknown,Non-selasphorus spp.
2011-04-20,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,7,Spring,found on the ground,Non-selasphorus spp.
2011-04-20,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-20,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2011-04-20,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-20,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-21,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-04-22,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,window hit,Selasphorus spp.
2011-04-25,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
2011-04-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-04-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2011-04-27,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-04-27,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found inside,Non-selasphorus spp.
2011-04-27,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-04-30,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-01,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,window hit,Selasphorus spp.
2011-05-02,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-03,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
2011-05-04,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-04,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-04,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
2011-05-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-06,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-06,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-07,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.
2011-05-09,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,window hit,Non-selasphorus spp.
2011-05-11,Died,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,unknown,Selasphorus spp.
2011-05-11,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-12,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-13,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2011-05-13,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-15,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found inside,Non-selasphorus spp.
2011-05-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-05-18,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-18,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-05-19,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-05-19,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-05-21,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
2011-05-25,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,nest-related,Non-selasphorus spp.
2011-05-25,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Spring,nest-related,Non-selasphorus spp.
2011-05-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
2011-05-25,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-26,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2011-05-26,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2011-05-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2011-05-27,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.
2011-05-27,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-28,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.
2011-05-28,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
2011-05-28,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
2011-05-29,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2011-05-29,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2011-05-29,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
2011-05-30,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
2011-05-30,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
2011-06-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2011-06-01,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,window hit,Non-selasphorus spp.
2011-06-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.
2011-06-02,Released,Lindsey,No,ANHU,Male,adult-like,0,Summer,window hit,Non-selasphorus spp.
2011-06-02,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
2011-06-04,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
2011-06-05,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
2011-06-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
2011-06-06,Released,Lindsey,Yes,Selasphorus,unknown,Nestling,0,Summer,nest-related,Selasphorus spp.
2011-06-06,Released,Lindsey,Yes,Selasphorus,unknown,Nestling,0,Summer,nest-related,Selasphorus spp.
2011-06-06,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
2011-06-07,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2011-06-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2011-06-08,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
2011-06-09,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
2011-06-10,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
2011-06-10,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
2011-06-14,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
2011-06-14,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
2011-06-15,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
2011-06-17,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Summer,unknown,Non-selasphorus spp.
2011-06-18,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,4,Summer,nest-related,Non-selasphorus spp.
2011-06-20,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.
2011-06-21,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Summer,caught by domestic animal,Non-selasphorus spp.
2011-06-21,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Summer,found on the ground,Non-selasphorus spp.
2011-06-22,Released,Lindsey,No,ANHU,Female-like ,adult-like,3,Summer,caught by domestic animal,Non-selasphorus spp.
2011-06-23,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
2011-06-25,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,caught by domestic animal,Non-selasphorus spp.
