"","Age_e","season","r","Heat","Fluids","Steroid","NSAID","Antibiotic","G_O","Sex_e","predicted_disposition"
"3204","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.412343651357241
"3205","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Male",0.398550579939398
"3206","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"3207","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3208","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.367219629850134
"3209","adult-like","Spring","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Male",0.122367438550235
"3210","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3211","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"3212","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3213","Nestling","Spring","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","unknown",0.772023657599995
"3214","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"3215","adult-like","Spring","window hit",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.392479520143639
"3216","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.433719738623736
"3217","Nestling","Spring","nest-related",1,0,0,0,0,"Selasphorus spp.","unknown",0.646466593448712
"3218","Nestling","Spring","nest-related",1,0,0,0,0,"Selasphorus spp.","unknown",0.646466593448712
"3219","adult-like","Spring","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.519021748659441
"3220","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3221","adult-like","Spring","window hit",1,0,0,1,0,"Non-selasphorus spp.","Male",0.328632981382041
"3222","Nestling","Spring","nest-related",1,0,0,1,0,"Non-selasphorus spp.","unknown",0.628122483021784
"3223","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.367219629850134
"3224","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3225","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3226","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3227","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"3228","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3229","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"3230","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"3231","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"3232","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"3233","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.367219629850134
"3234","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"3235","adult-like","Spring","caught by domestic animal",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.300042981064187
"3236","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3237","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.367219629850134
"3238","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3239","adult-like","Spring","found on the ground",0,1,0,1,0,"Non-selasphorus spp.","Male",0.42916491251436
"3240","adult-like","Spring","unknown",0,1,0,1,0,"Non-selasphorus spp.","Male",0.476172765411834
"3241","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"3242","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3243","adult-like","Spring","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.50440173700072
"3244","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"3245","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3246","adult-like","Summer","found inside",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.395636387615178
"3247","adult-like","Summer","found inside",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.331556604267196
"3248","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3249","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"3250","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3251","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"3252","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3253","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3254","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.365253957664952
"3255","adult-like","Summer","unknown",1,1,0,1,0,"Non-selasphorus spp.","Male",0.404163253576178
"3256","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.365253957664952
"3257","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"3258","adult-like","Summer","found inside",1,1,0,0,0,"Non-selasphorus spp.","Male",0.469833129049548
"3259","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3260","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"3261","adult-like","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.405259458525898
"3262","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"3263","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431625325870571
"3264","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3265","Nestling","Summer","found on the ground",1,0,0,0,0,"Selasphorus spp.","unknown",0.604927782044816
"3266","Nestling","Summer","caught by domestic animal",1,1,0,1,0,"Non-selasphorus spp.","unknown",0.651145147312546
"3267","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3268","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3269","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"3270","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3271","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3272","Nestling","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.69834133675227
"3273","adult-like","Summer","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.0948210602257642
"3274","adult-like","Summer","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.469833163153972
"3275","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.365253957664952
"3276","adult-like","Summer","found on the ground",1,0,0,1,1,"Selasphorus spp.","Female-like ",0.323854500391837
"3277","adult-like","Summer","caught by domestic animal",0,1,0,1,0,"Non-selasphorus spp.","Male",0.427075873134737
"3278","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"3279","adult-like","Summer","found on the ground",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.447752888329286
"3280","adult-like","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Male",0.405259425525803
"3281","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3282","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3283","adult-like","Summer","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Male",0.447737105826757
"3284","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"3285","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"3286","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Male",0.431625292281645
"3287","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.365253957664952
"3288","adult-like","Summer","caught by domestic animal",1,1,0,0,1,"Selasphorus spp.","Female-like ",0.461119018526737
"3289","adult-like","Summer","window hit",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.390462069408916
"3290","adult-like","Summer","found on the ground",1,1,0,1,0,"Selasphorus spp.","Female-like ",0.309700670095136
"3291","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"3292","adult-like","Summer","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.326767226413148
"3293","adult-like","Summer","caught by domestic animal",1,1,0,1,0,"Non-selasphorus spp.","Male",0.359372334434085
"3294","adult-like","Fall","caught by domestic animal",0,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.223434841988831
"3295","adult-like","Fall","found on the ground",1,1,0,1,0,"Selasphorus spp.","Female-like ",0.147607760385987
"3296","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.22668437973182
"3297","adult-like","Fall","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.280328917115779
"3298","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.22668437973182
"3299","adult-like","Fall","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.17799443994659
"3300","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"3301","adult-like","Fall","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.140944471400302
"3302","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"3303","adult-like","Fall","window hit",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.199325633270556
"3304","adult-like","Fall","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.157783626277426
"3305","adult-like","Fall","window hit",1,0,0,1,0,"Non-selasphorus spp.","Male",0.157783608082928
"3306","adult-like","Fall","window hit",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.198238617443087
"3307","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.22668437973182
"3308","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.181740252355553
"3309","adult-like","Fall","caught by domestic animal",1,1,0,1,0,"Non-selasphorus spp.","Male",0.17798510143349
"3310","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.22668437973182
"3311","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"3312","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198015748684431
"3313","adult-like","Winter","found on the ground",0,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.302172957434906
"3314","adult-like","Winter","found on the ground",0,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.302172957434906
"3315","adult-like","Winter","suspect torpor-like state",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.05636167305412
"3316","adult-like","Winter","caught by domestic animal",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.245764066236486
"3317","adult-like","Winter","found inside",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.406184734260399
"3318","adult-like","Winter","window hit",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.271185868326887
"3319","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.306102696665689
"3320","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"3321","adult-like","Winter","unknown",1,0,0,0,0,"Non-selasphorus spp.","Male",0.287819441816984
"3322","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"3323","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"3324","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.250513397370715
"3325","adult-like","Winter","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306089197863118
"3326","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"3327","adult-like","Winter","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Male",0.0743362407700588
"3328","adult-like","Winter","unknown",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.282642468446036
"3329","adult-like","Winter","found inside",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.223671531972039
"3330","adult-like","Winter","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.219927826558425
"3331","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"3332","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Male",0.334979604470736
"3333","adult-like","Winter","found on the ground",0,1,0,1,0,"Non-selasphorus spp.","Male",0.302172928564169
"3334","adult-like","Winter","window hit",0,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.272536912964815
"3335","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.250513397370715
"3336","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.306102696665689
"3337","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Male",0.334979604470736
"3338","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Male",0.306102696665689
"3339","adult-like","Winter","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.369559888521982
"3340","adult-like","Winter","window hit",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.219927826558425
"3341","adult-like","Winter","found inside",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.280591241997952
"3342","adult-like","Winter","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.369559888521982
"3343","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Female-like ",0.198015770427461
"3344","adult-like","Winter","found on the ground",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198015748684431
"3345","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.245775872310282
"3346","adult-like","Winter","caught by domestic animal",1,0,0,1,0,"Non-selasphorus spp.","Male",0.198005634518434
"3347","adult-like","Winter","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.0743362501913053
"3348","adult-like","Winter","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Male",0.306089168782333
"3349","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"3350","adult-like","Winter","found on the ground",1,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.245775872310282
"3351","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"3352","adult-like","Winter","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.369559888521982
"3353","adult-like","Winter","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.369559888521982
"3354","adult-like","Winter","found on the ground",0,1,0,1,0,"Non-selasphorus spp.","Female-like ",0.302172957434906
"3355","Nestling","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.594780310965971
