"","Age_e","season","r","Heat","Fluids","Steroid","NSAID","Antibiotic","G_O","Sex_e","predicted_disposition"
"1659","adult-like","Spring","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.316986247428059
"1660","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1661","Nestling","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658797283099733
"1662","Nestling","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71817193558047
"1663","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1664","adult-like","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.475605333788592
"1665","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"1666","Nestling","Spring","nest-related",1,0,0,0,1,"Selasphorus spp.","unknown",0.720394920053454
"1667","Nestling","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","unknown",0.670838972017443
"1668","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1669","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1670","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"1671","Nestling","Spring","found on the ground",1,0,1,0,1,"Non-selasphorus spp.","unknown",0.533907526550571
"1672","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"1673","adult-like","Spring","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.449832127538702
"1674","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1675","adult-like","Summer","found on the ground",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.516923184339965
"1676","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1677","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1678","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"1679","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"1680","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1681","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1682","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1683","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1684","Nestling","Summer","found on the ground",1,0,1,0,1,"Non-selasphorus spp.","unknown",0.531799465664203
"1685","adult-like","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.410293052273632
"1686","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1687","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1688","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1689","adult-like","Summer","found inside",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.401724022046641
"1690","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1691","adult-like","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.473493617553912
"1692","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1693","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1694","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1695","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1696","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1697","adult-like","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.473493617553912
"1698","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1699","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1700","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1701","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"1702","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1703","adult-like","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.405259458525898
"1704","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1705","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1706","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1707","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1708","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1709","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1710","adult-like","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.410293052273632
"1711","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1712","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1713","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1714","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1715","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1716","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1717","adult-like","Summer","found on the ground",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.377857341397089
"1718","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"1719","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1720","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"1721","adult-like","Summer","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.267460374092473
"1722","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"1723","adult-like","Summer","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.39652232349081
"1724","adult-like","Fall","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226673239119134
"1725","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"1726","adult-like","Fall","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181730801485928
"1727","adult-like","Fall","window hit",1,0,1,0,1,"Non-selasphorus spp.","Female-like ",0.13077654360492
"1728","adult-like","Fall","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.238342719700979
"1729","adult-like","Fall","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.0855170355402197
"1730","adult-like","Fall","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.238342719700979
"1731","adult-like","Fall","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.292284542192049
"1732","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"1733","adult-like","Fall","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.254874132668521
"1734","adult-like","Fall","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.123519517247227
"1735","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"1736","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"1737","adult-like","Winter","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.276233830654628
"1738","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"1739","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"1740","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"1741","adult-like","Winter","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.34784500460027
"1742","adult-like","Winter","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.276233830654628
"1743","adult-like","Winter","found on the ground",1,0,1,0,1,"Non-selasphorus spp.","Female-like ",0.165475342770848
"1744","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"1745","adult-like","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.343131754415675
"1746","adult-like","Winter","suspect torpor-like state",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.0249789136984835
"1747","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"1748","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"1749","adult-like","Winter","suspect torpor-like state",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.0249789136984835
"1750","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"1751","adult-like","Winter","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.320154526722579
"1752","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"1753","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"1754","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"1755","adult-like","Winter","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250501465015135
"1756","Nestling","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.526547517493053
"1757","adult-like","Winter","found on the ground",0,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.197951442816532
"1758","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1759","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1760","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1761","adult-like","Spring","found on the ground",0,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.245102154991372
"1762","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1763","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1764","Nestling","Spring","unknown",1,0,0,0,1,"Non-selasphorus spp.","unknown",0.766876701431538
"1765","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1766","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1767","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1768","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1769","adult-like","Spring","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.243841525292315
"1770","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"1771","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1772","adult-like","Spring","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.449832127538702
"1773","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1774","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1775","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1776","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1777","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"1778","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1779","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1780","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.379835247988971
"1781","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"1782","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1783","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1784","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"1785","Nestling","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.754980371036029
"1786","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.412343651357241
"1787","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1788","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1789","Nestling","Spring","nest-related",1,1,0,0,1,"Non-selasphorus spp.","unknown",0.809596052857006
"1790","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1791","adult-like","Spring","window hit",1,0,1,0,1,"Non-selasphorus spp.","Female-like ",0.282180323682925
"1792","adult-like","Spring","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.243841525292315
"1793","adult-like","Spring","nest-related",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.491937927886039
"1794","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"1795","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1796","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1797","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"1798","adult-like","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.379850251003313
"1799","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.466541285531193
"1800","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.379835247988971
"1801","adult-like","Spring","caught by domestic animal",0,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.520725325471048
"1802","adult-like","Spring","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.196359451596741
"1803","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1804","adult-like","Spring","window hit",1,0,1,0,1,"Non-selasphorus spp.","Female-like ",0.282180323682925
"1805","adult-like","Spring","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.471943187574778
"1806","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1807","adult-like","Spring","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.218138075761222
"1808","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1809","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1810","adult-like","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.480806310141132
"1811","adult-like","Spring","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.243841525292315
"1812","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1813","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1814","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1815","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1816","adult-like","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.475605333788592
"1817","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1818","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1819","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1820","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"1821","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1822","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.466541285531193
"1823","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1824","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1825","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1826","adult-like","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.473493617553912
"1827","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1828","Nestling","Summer","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","unknown",0.770529686072111
"1829","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1830","adult-like","Summer","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.464434170993276
"1831","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1832","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1833","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1834","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1835","Nestling","Summer","found on the ground",1,1,0,0,0,"Selasphorus spp.","unknown",0.668966239400421
"1836","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1837","adult-like","Summer","found on the ground",0,0,1,0,1,"Non-selasphorus spp.","Female-like ",0.312061678265332
"1838","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"1839","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1840","Nestling","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716454675308837
"1841","adult-like","Summer","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.24228340973225
"1842","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1843","Nestling","Summer","nest-related",0,1,0,0,0,"Non-selasphorus spp.","unknown",0.799045396180925
"1844","Nestling","Summer","nest-related",0,1,0,0,0,"Non-selasphorus spp.","unknown",0.799045396180925
"1845","Nestling","Summer","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","unknown",0.44633054077126
"1846","adult-like","Summer","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.447737139681805
"1847","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1848","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1849","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"1850","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1851","adult-like","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.473493617553912
"1852","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1853","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1854","adult-like","Summer","found on the ground",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.447752888329286
"1855","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1856","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1857","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431625325870571
"1858","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1859","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1860","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1861","adult-like","Summer","found on the ground",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.447752888329286
"1862","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431625325870571
"1863","adult-like","Summer","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.469833163153972
"1864","adult-like","Summer","caught by domestic animal",1,0,1,0,1,"Non-selasphorus spp.","Female-like ",0.254479975802843
"1865","adult-like","Fall","suspect torpor-like state",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.0409288099693384
"1866","adult-like","Fall","caught by domestic animal",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.150823297409956
"1867","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"1868","adult-like","Fall","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181730801485928
"1869","adult-like","Fall","suspect torpor-like state",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.0219739282099056
"1870","adult-like","Fall","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226673239119134
"1871","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"1872","adult-like","Fall","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.0855170355402197
"1873","adult-like","Fall","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.0388616540147613
"1874","adult-like","Fall","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.238342719700979
"1875","adult-like","Fall","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.109860138207513
"1876","adult-like","Fall","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.0506596505467029
"1877","adult-like","Fall","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.280328917115779
"1878","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"1879","adult-like","Fall","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.109860138207513
"1880","adult-like","Fall","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.109860138207513
"1881","adult-like","Fall","caught by domestic animal",0,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.354339916848502
"1882","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"1883","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"1884","adult-like","Winter","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.339828622521729
"1885","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"1886","adult-like","Winter","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.174972203216406
"1887","adult-like","Winter","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250501465015135
"1888","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"1889","adult-like","Winter","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.34784500460027
"1890","adult-like","Winter","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.339828622521729
"1891","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"1892","adult-like","Winter","window hit",0,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.17595963982912
"1893","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"1894","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"1895","adult-like","Winter","found inside",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.178125396509318
"1896","adult-like","Winter","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.276233830654628
"1897","adult-like","Winter","window hit",1,0,1,0,1,"Non-selasphorus spp.","Female-like ",0.184615448569914
"1898","adult-like","Winter","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.38329425179428
"1899","adult-like","Winter","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.38329425179428
"1900","adult-like","Winter","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.174972203216406
"1901","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"1902","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"1903","adult-like","Winter","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.276233830654628
"1904","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"1905","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"1906","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"1907","adult-like","Winter","found on the ground",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.383309306989405
"1908","Nestling","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.634784264994145
"1909","Nestling","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.634784264994145
